Date,Start Time,Player Name,Stat Type,Line Score,Odds Type,Headshot URL,Data ID,Over %,Under %,No-Vig Over %,No-Vig Under %,True Point,Average Line,Average Over %,Average Under %,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Projection,Projection vs Line,Edge %,Correlates,Team,Game Short Title,Fav,O/U,Callout Bet Tag,Position
N/A,9/19/2026,Trinidad Chambliss,Pass Yards,277.5,standard,https://static.prizepicks.com/images/players/NCAAFB/Trinidad_Chambliss_NCAAFB_player_7ll8UmfZBnctFyqHVT33iziC-450.webp,https://static.prizepicks.com/images/players/NCAAFB/Trinidad_Chambliss_NCAAFB_player_7ll8UmfZBnctFyqHVT33iziC-450.webp,57.81,57.81,50,50,264.43,274,54.52,54.38,50.06,49.94,0.06,50.06,Over,269.49,-8.01,43.51,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass+Rush Yds,339.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,309.36,287.14,53.87,53.87,50,50,0,50,Over,287.61,-51.89,35.32,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass+Rush Yds,329.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,309.36,287.14,53.87,53.87,50,50,0,50,Over,287.61,-41.89,40.06,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Yards,324.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,256,256.64,53.94,53.79,50.07,49.93,0.07,50.07,Over,255.94,-68.56,19.59,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Yards,299.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,256,256.64,53.94,53.79,50.07,49.93,0.07,50.07,Over,255.94,-43.56,29.33,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Yards,274.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,256,256.64,53.94,53.79,50.07,49.93,0.07,50.07,Over,255.94,-18.56,40.86,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass+Rush Yds,259.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,309.36,287.14,53.87,53.87,50,50,0,50,Over,287.61,28.11,73.34,Yes,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Yards,258.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,256,256.64,53.94,53.79,50.07,49.93,0.07,50.07,Over,255.94,-2.56,48.75,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass+Rush Yds,249.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,309.36,287.14,53.87,53.87,50,50,0,50,Over,287.61,38.11,77.28,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass Yards,224.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,147.47,146.5,54.78,53.38,50.67,49.33,0.67,50.67,Over,146.76,-77.74,16.78,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Yards,224.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,256,256.64,53.94,53.79,50.07,49.93,0.07,50.07,Over,255.94,31.44,65.31,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass+Rush Yds,219.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,190.01,176,53.98,53.89,50.05,49.95,0.05,50.05,Over,175.47,-44.03,35.62,No,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass+Rush Yds,209.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,190.01,176,53.98,53.89,50.05,49.95,0.05,50.05,Over,175.47,-34.03,40.38,No,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass Yards,199.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,147.47,146.5,54.78,53.38,50.67,49.33,0.67,50.67,Over,146.76,-52.74,25.77,No,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Yards,199.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,256,256.64,53.94,53.79,50.07,49.93,0.07,50.07,Over,255.94,56.44,76,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass Yards,174.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,147.47,146.5,54.78,53.38,50.67,49.33,0.67,50.67,Over,146.76,-27.74,36.77,No,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass+Rush Yds,159.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,190.01,176,53.98,53.89,50.05,49.95,0.05,50.05,Over,175.47,15.97,64.85,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass+Rush Yds,149.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,190.01,176,53.98,53.89,50.05,49.95,0.05,50.05,Over,175.47,25.97,69.37,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass Yards,146.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,147.47,146.5,54.78,53.38,50.67,49.33,0.67,50.67,Over,146.76,0.26,50.48,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass Yards,124.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,147.47,146.5,54.78,53.38,50.67,49.33,0.67,50.67,Over,146.76,22.26,61.3,Yes,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,109.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,49.33,Over,75.33,-34.17,23.74,No,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,99.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,49.33,Over,75.33,-24.17,30.34,No,,,,,,
N/A,9/19/2026,Ashton Daniels,Pass Yards,99.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,147.47,146.5,54.78,53.38,50.67,49.33,0.67,50.67,Over,146.76,47.26,72.56,Yes,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,89.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,49.33,Over,75.33,-14.17,37.65,No,,,,,,
N/A,9/19/2026,Ousmane Kromah,Rush Yards,89.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,57.81,57.81,50,50,59.5,60.93,53.18,54.64,49.32,50.68,-0.68,49.32,Over,60.17,-29.33,27.43,No,,,,,,
N/A,9/19/2026,Duce Robinson,Receiving Yards,79.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,57.81,57.81,50,50,44.76,45.5,54.01,53.63,50.18,49.82,0.18,50.18,Over,46.51,-32.99,19.26,No,,,,,,
N/A,9/19/2026,Ousmane Kromah,Rush Yards,79.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,57.81,57.81,50,50,59.5,60.93,53.18,54.64,49.32,50.68,-0.68,49.32,Over,60.17,-19.33,34.46,No,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,75.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,50.67,Under,75.33,-0.17,51.38,Yes,,,,,,
N/A,9/19/2026,Ryan Coleman-Williams,Receiving Yards,71.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/1.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/1.webp,57.81,57.81,50,50,71.75,71.75,54.24,54.24,50,50,0,50,Under,71.77,0.27,49.75,No,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,69.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,49.33,Over,75.33,5.83,53.4,Yes,,,,,,
N/A,9/19/2026,Duce Robinson,Receiving Yards,69.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,57.81,57.81,50,50,44.76,45.5,54.01,53.63,50.18,49.82,0.18,50.18,Over,46.51,-22.99,26.81,No,,,,,,
N/A,9/19/2026,Lotzeir Brooks,Receiving Yards,69.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,57.81,57.81,50,50,47.88,48.5,54.58,53.35,50.57,49.43,0.57,50.57,Over,47.74,-21.76,29.44,No,,,,,,
N/A,9/19/2026,Ousmane Kromah,Rush Yards,69.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,57.81,57.81,50,50,59.5,60.93,53.18,54.64,49.32,50.68,-0.68,49.32,Over,60.17,-9.33,42.07,No,,,,,,
N/A,9/19/2026,Ousmane Kromah,Rush Yards,61.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,57.81,57.81,50,50,59.5,60.93,53.18,54.64,49.32,50.68,-0.68,50.68,Under,60.17,-1.33,51.6,Yes,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,59.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,49.33,Over,75.33,15.83,61.23,Yes,,,,,,
N/A,9/19/2026,Duce Robinson,Receiving Yards,59.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,57.81,57.81,50,50,44.76,45.5,54.01,53.63,50.18,49.82,0.18,50.18,Over,46.51,-12.99,35.63,No,,,,,,
N/A,9/19/2026,Keelon Russell,Rush Yards,59.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,30.59,30.5,53.8,53.95,49.93,50.07,-0.07,49.93,Over,31.66,-27.84,28.16,No,,,,,,
N/A,9/19/2026,Lotzeir Brooks,Receiving Yards,59.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,57.81,57.81,50,50,47.88,48.5,54.58,53.35,50.57,49.43,0.57,50.57,Over,47.74,-11.76,38.57,No,,,,,,
N/A,9/19/2026,Micahi Danzy,Receiving Yards,59.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,57.81,57.81,50,50,30.39,31.5,53.86,53.85,50,50,0,50,Over,30.69,-28.81,23.34,No,,,,,,
N/A,9/19/2026,Rico Scott,Receiving Yards,59.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,57.81,57.81,50,50,29.77,29.75,53.84,53.78,50.02,49.98,0.02,50.02,Over,29.88,-29.62,22.87,No,,,,,,
N/A,9/19/2026,Ashton Daniels,Rush Yards,49.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,26.2,29.5,53.17,54.41,49.42,50.58,-0.58,49.42,Over,28.71,-20.79,32.06,No,,,,,,
N/A,9/19/2026,Daniel Hill,Rush Yards,49.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/4.webp,57.81,57.81,50,50,73.77,74.36,53.07,54.48,49.33,50.67,-0.67,49.33,Over,75.33,25.83,68.63,Yes,,,,,,
N/A,9/19/2026,Keelon Russell,Rush Yards,49.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,30.59,30.5,53.8,53.95,49.93,50.07,-0.07,49.93,Over,31.66,-17.84,35.26,No,,,,,,
N/A,9/19/2026,Micahi Danzy,Receiving Yards,49.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,57.81,57.81,50,50,30.39,31.5,53.86,53.85,50,50,0,50,Over,30.69,-18.81,31.64,No,,,,,,
N/A,9/19/2026,Rico Scott,Receiving Yards,49.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,57.81,57.81,50,50,29.77,29.75,53.84,53.78,50.02,49.98,0.02,50.02,Over,29.88,-19.62,31.09,No,,,,,,
N/A,9/19/2026,Ousmane Kromah,Rush Yards,49.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,57.81,57.81,50,50,59.5,60.93,53.18,54.64,49.32,50.68,-0.68,49.32,Over,60.17,10.67,57.93,Yes,,,,,,
N/A,9/19/2026,Lotzeir Brooks,Receiving Yards,48.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,57.81,57.81,50,50,47.88,48.5,54.58,53.35,50.57,49.43,0.57,50.57,Over,47.74,-0.76,49.38,No,,,,,,
N/A,9/19/2026,Duce Robinson,Receiving Yards,45.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,57.81,57.81,50,50,44.76,45.5,54.01,53.63,50.18,49.82,0.18,50.18,Over,46.51,1.01,49.26,Yes,,,,,,
N/A,9/19/2026,Ashton Daniels,Rush Yards,39.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,26.2,29.5,53.17,54.41,49.42,50.58,-0.58,49.42,Over,28.71,-10.79,39.51,No,,,,,,
N/A,9/19/2026,Keelon Russell,Rush Yards,39.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,30.59,30.5,53.8,53.95,49.93,50.07,-0.07,49.93,Over,31.66,-7.84,42.93,No,,,,,,
N/A,9/19/2026,Micahi Danzy,Receiving Yards,39.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,57.81,57.81,50,50,30.39,31.5,53.86,53.85,50,50,0,50,Over,30.69,-8.81,40.99,No,,,,,,
N/A,9/19/2026,Rico Scott,Receiving Yards,39.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,57.81,57.81,50,50,29.77,29.75,53.84,53.78,50.02,49.98,0.02,50.02,Over,29.88,-9.62,40.39,No,,,,,,
N/A,9/19/2026,Ousmane Kromah,Rush Yards,39.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/32.webp,57.81,57.81,50,50,59.5,60.93,53.18,54.64,49.32,50.68,-0.68,49.32,Over,60.17,20.67,65.54,Yes,,,,,,
N/A,9/19/2026,Samuel Singleton Jr.,Receiving Yards,39.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/3.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/3.webp,57.81,57.81,50,50,12.4,13.25,54.46,54.19,50.13,49.87,0.13,50.13,Over,12.50,-27,24.9,No,,,,,,
N/A,9/19/2026,Micahi Danzy,Receiving Yards,31.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/8.webp,57.81,57.81,50,50,30.39,31.5,53.86,53.85,50,50,0,50,Under,30.69,-0.81,51.11,Yes,,,,,,
N/A,9/19/2026,Keelon Russell,Pass Attempts,31.5,demon,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,29.53,26.5,54.52,56.69,48.98,51.02,-1.02,48.98,Over,27.63,-3.87,34.86,No,,,,,,
N/A,9/19/2026,Keelon Russell,Rush Yards,30.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/12.webp,57.81,57.81,50,50,30.59,30.5,53.8,53.95,49.93,50.07,-0.07,50.07,Under,31.66,1.16,49.93,No,,,,,,
N/A,9/19/2026,Ashton Daniels,Rush Yards,29.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/14.webp,57.81,57.81,50,50,26.2,29.5,53.17,54.41,49.42,50.58,-0.58,50.58,Under,28.71,-0.79,52.63,Yes,,,,,,
N/A,9/19/2026,Duce Robinson,Receiving Yards,29.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_vhzO09P2zvgFNG6JtOftrCmN/0.webp,57.81,57.81,50,50,44.76,45.5,54.01,53.63,50.18,49.82,0.18,50.18,Over,46.51,17.01,64.86,Yes,,,,,,
N/A,9/19/2026,Lotzeir Brooks,Receiving Yards,29.5,goblin,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/3.webp,57.81,57.81,50,50,47.88,48.5,54.58,53.35,50.57,49.43,0.57,50.57,Over,47.74,18.24,67.71,Yes,,,,,,
N/A,9/19/2026,Rico Scott,Receiving Yards,29.5,standard,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,https://static.prizepicks.com/images/teams/ncaafb/NCAAFB_team_MYMv2JsIUPRTmWFmLUbtGlf/7.webp,57.81,57.81,50,50,29.77,29.75,53.84,53.78,50.02,49.98,0.02,50.02,Over,29.88,0.38,50.27,Yes,,,,,,
