Player + Prop,Player + Prop + Line,Sport,Player ID,Player Name,Position,Team,Stat Type,Line Score,Adjusted Odds,Date,Start Time (CST),Status,League,Odds Type,Headshot URL,Data ID,Average Line,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Player Image,Game Start Time,Fav,Spread,O/U,Game Short Title,Scheduled At,Match Progress,Venue Name,Venue Type,Broadcasts,Max No-Vig % Price,True Price,Date,True Point Average Line,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,Opportunities,Edge % Over,Edge % Under,Edge %,DvP Projection,DVP Rank,Opp +/-,DVP Bet,Average Projected,DVP Adjusted,Total Projection,Underdog Line,Callout Bet Tag
Kiki IriafenRebounds,Kiki IriafenRebounds13.5,WNBA,238169,Kiki Iriafen,F,WAS,Rebounds,13.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Kiki_Iriafen_WNBA_player_rpWzpNGkFkgVDdBVjShUvIzB.webp,15045207,9.5,47.64,52.36,-5.45,52.36,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.5,,,,No,IND,31.74,28,,100,,9.5,14,-0.0825,under,9.5,9.42,10.28,9.5,Best Bet
Aliyah BostonFGAttempted,Aliyah BostonFGAttempted13.5,WNBA,237853,Aliyah Boston,FC,IND,FG Attempted,13.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,15071077,,,,,,,,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,,,,,No,SEA,32.79,29,,,,0,,0,,0,0,12.5,11.5,Push
Sonia CitronFGAttempted,Sonia CitronFGAttempted13.5,WNBA,238241,Sonia Citron,G,WAS,FG Attempted,13.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sonia_Citron_WNBA_player_Cu5wEbcQEPoUpdz2rimHwWTl.webp,15071093,,,,,,,,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,,,,,No,IND,30.63,33,,,,0,5,-0.0456,under,0,-0.05,12.5,11.5,Push
Aliyah BostonRebs+Asts,Aliyah BostonRebs+Asts13.5,WNBA,237853,Aliyah Boston,FC,IND,Rebs+Asts,13.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,15072662,11.5,49.33,50.67,-7.14,50.67,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,11.5,,,,No,SEA,32.79,29,,100,,11.5,,0,,11.5,11.5,12,0,Push
Aliyah BostonRebounds,Aliyah BostonRebounds12.5,WNBA,237853,Aliyah Boston,FC,IND,Rebounds,12.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,15044730,8.5,45.12,54.88,,54.88,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,8.5,,,,No,SEA,32.79,29,,100,,8.5,,0,,8.5,8.5,9.3,8.5,Best Bet
Shakira AustinRebs+Asts,Shakira AustinRebs+Asts12.5,WNBA,64392,Shakira Austin,C,WAS,Rebs+Asts,12.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Shakira_Austin_WNBA_player_MA9Pc3OblxHKTZfe7e7MWhC7.webp,15061041,11.5,50.39,49.61,-8.2,50.39,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,11.5,,,,No,IND,33.72,29,,100,,11.5,14,-0.0825,under,11.5,11.42,11.73,0,Push
Georgia AmoorePts+Asts,Georgia AmoorePts+Asts12.5,WNBA,317129,Georgia Amoore,G,WAS,Pts+Asts,12.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Georgia_Amoore_WNBA_player_3OmmlgIgu7geCDaxC6In7pGu.webp,15067089,11.5,49.35,50.65,-7.16,50.65,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,11.5,,,,No,IND,14.72,23,,100,,11.5,5,-0.0456,under,11.5,11.45,11.74,0,Push
Aliyah BostonRebounds,Aliyah BostonRebounds11.5,WNBA,237853,Aliyah Boston,FC,IND,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,15044697,8.5,45.12,54.88,,54.88,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,8.5,,,,No,SEA,32.79,29,,100,,8.5,,0,,8.5,8.5,9.1,8.5,Best Bet
Caitlin ClarkAssists,Caitlin ClarkAssists11.5,WNBA,237851,Caitlin Clark,G,IND,Assists,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,15044745,9.5,44.03,55.97,,55.97,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.5,,,,No,SEA,38.52,31,,100,,9.5,,0,,9.5,9.5,9.9,9.5,Best Bet
Kiki IriafenRebounds,Kiki IriafenRebounds11.5,WNBA,238169,Kiki Iriafen,F,WAS,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Kiki_Iriafen_WNBA_player_rpWzpNGkFkgVDdBVjShUvIzB.webp,15045197,9.5,47.64,52.36,-5.45,52.36,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.5,,,,No,IND,31.74,28,,100,,9.5,14,-0.0825,under,9.5,9.42,9.88,9.5,Best Bet
Shakira AustinRebounds,Shakira AustinRebounds11.5,WNBA,64392,Shakira Austin,C,WAS,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Shakira_Austin_WNBA_player_MA9Pc3OblxHKTZfe7e7MWhC7.webp,15045234,9.29,45.57,54.43,,54.43,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.29,,,,No,IND,33.72,29,,100,,9.29,14,-0.0825,under,9.29,9.21,9.76,9.5,Best Bet
Makayla TimpsonRebounds,Makayla TimpsonRebounds11.5,WNBA,324776,Makayla Timpson,FC,IND,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Makayla_Timpson_WNBA_player_U8JqHPi6KMwkbh9DLg4aLW0T.webp,15060049,6.33,48.17,51.83,,51.83,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,6.33,,,,No,SEA,16.78,12,,100,,6.33,,0,,6.33,6.33,7.4,6.5,Best Bet
Caitlin Clark3-PTAttempted,Caitlin Clark3-PTAttempted11.5,WNBA,237851,Caitlin Clark,G,IND,3-PT Attempted,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,15071115,,,,,,,,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,,,,,No,SEA,38.52,31,,,,0,,0,,0,0,11.5,0,Push
Myisha Hines-AllenPoints,Myisha Hines-AllenPoints11.5,WNBA,317278,Myisha Hines-Allen,F,IND,Points,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/Myisha_Hines-Allenpng.png,15073522,,,,,,,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,,,,,No,SEA,10.2,16,,,,0,,0,,0,0,11.5,0,Push
Sophie CunninghamPoints,Sophie CunninghamPoints11.5,WNBA,239174,Sophie Cunningham,G,IND,Points,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sophie_Cunningham_WNBA_player_cZAeIhZamNbdXKxGLDTtak3Y.webp,15073538,5.5,50.54,49.46,,50.54,Over,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,5.5,,,,No,SEA,12.68,22,,100,,5.5,,0,,5.5,5.5,7,0,Push
Kiki IriafenRebounds,Kiki IriafenRebounds10.5,WNBA,238169,Kiki Iriafen,F,WAS,Rebounds,10.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Kiki_Iriafen_WNBA_player_rpWzpNGkFkgVDdBVjShUvIzB.webp,15069476,9.5,47.64,52.36,-5.45,52.36,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.5,,,,No,IND,31.74,28,,100,,9.5,14,-0.0825,under,9.5,9.42,9.68,9.5,Best Bet
Caitlin ClarkAssists,Caitlin ClarkAssists9.5,WNBA,237851,Caitlin Clark,G,IND,Assists,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,15044794,9.5,44.03,55.97,,55.97,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.5,,,,No,SEA,38.52,31,44.03,55.97,44.03,9.5,,0,,9.5,9.5,9.5,9.5,Best Bet
Sonia CitronRebounds,Sonia CitronRebounds9.5,WNBA,238241,Sonia Citron,G,WAS,Rebounds,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sonia_Citron_WNBA_player_Cu5wEbcQEPoUpdz2rimHwWTl.webp,15045184,3.5,45.01,54.99,,54.99,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,3.5,,,,No,IND,30.63,33,,100,,3.5,14,-0.0825,under,3.5,3.42,4.68,3.5,Best Bet
Sonia CitronAssists,Sonia CitronAssists9.5,WNBA,238241,Sonia Citron,G,WAS,Assists,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sonia_Citron_WNBA_player_Cu5wEbcQEPoUpdz2rimHwWTl.webp,15045194,4.5,51.58,48.42,-9.39,51.58,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.5,,,,No,IND,30.63,33,,100,,4.5,11,-0.0422,under,4.5,4.46,5.49,4.5,Push
Shakira AustinRebounds,Shakira AustinRebounds9.5,WNBA,64392,Shakira Austin,C,WAS,Rebounds,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Shakira_Austin_WNBA_player_MA9Pc3OblxHKTZfe7e7MWhC7.webp,15045220,9.29,45.57,54.43,,54.43,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,9.29,,,,No,IND,33.72,29,,100,,9.29,14,-0.0825,under,9.29,9.21,9.36,9.5,Best Bet
Sonia CitronRebs+Asts,Sonia CitronRebs+Asts9.5,WNBA,238241,Sonia Citron,G,WAS,Rebs+Asts,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sonia_Citron_WNBA_player_Cu5wEbcQEPoUpdz2rimHwWTl.webp,15046828,8.5,44.95,55.05,-7.36,55.05,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,8.5,,,,No,IND,30.63,33,,100,,8.5,14,-0.0825,under,8.5,8.42,8.73,0,Push
Lauren BettsPoints,Lauren BettsPoints9.5,WNBA,316420,Lauren Betts,C,WAS,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/LBetts.png,15059885,5.86,49.54,50.46,,50.46,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,5.86,,,,No,IND,13.81,14,,100,,5.86,7,0.1628,over,5.86,6.02,6.75,6.5,Best Bet
Georgia AmoorePoints,Georgia AmoorePoints9.5,WNBA,317129,Georgia Amoore,G,WAS,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Georgia_Amoore_WNBA_player_3OmmlgIgu7geCDaxC6In7pGu.webp,15059886,7.5,50.97,49.03,-8.78,50.97,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,7.5,,,,No,IND,14.72,23,,100,,7.5,7,0.1628,over,7.5,7.66,7.93,7.5,Push
Michaela OnyenwerePoints,Michaela OnyenwerePoints9.5,WNBA,320347,Michaela Onyenwere,F,WAS,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Michaela_Onyenwere_WNBA_player_tNwe4Cm6nzFOiTSpFDZgcSeF.webp,15059891,7.5,47.63,52.36,-5.45,52.36,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,7.5,,,,No,IND,13.1,21,,100,,7.5,7,0.1628,over,7.5,7.66,7.93,7.5,Best Bet
Cotie McMahonPoints,Cotie McMahonPoints9.5,WNBA,318611,Cotie McMahon,G,WAS,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Cotie_McMahon_WNBA_player_Uetgv8e0LMsObpG07GPeeVQa.webp,15059893,4.9,52.12,47.88,,52.12,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.9,,,,No,IND,11.41,15,,100,,4.9,7,0.1628,over,4.9,5.06,5.77,4.5,Push
Lauren BettsRebounds,Lauren BettsRebounds9.5,WNBA,316420,Lauren Betts,C,WAS,Rebounds,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/LBetts.png,15059897,4.5,47.75,52.25,-5.56,52.25,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.5,,,,No,IND,13.81,14,,100,,4.5,14,-0.0825,under,4.5,4.42,5.48,4.5,Best Bet
Lexie HullPoints,Lexie HullPoints9.5,WNBA,67955,Lexie Hull,G,IND,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Lexie_Hull_WNBA_player_yMSvaILCamQ0uHjbVYQeWdb7.webp,15060017,4.83,49.16,50.84,,50.84,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.83,,,,No,SEA,10.37,20,,100,,4.83,,0,,4.83,4.83,5.7,4.5,Best Bet
Makayla TimpsonRebounds,Makayla TimpsonRebounds9.5,WNBA,324776,Makayla Timpson,FC,IND,Rebounds,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Makayla_Timpson_WNBA_player_U8JqHPi6KMwkbh9DLg4aLW0T.webp,15060060,6.33,48.17,51.83,,51.83,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,6.33,,,,No,SEA,16.78,12,,100,,6.33,,0,,6.33,6.33,7,6.5,Best Bet
Makayla TimpsonPoints,Makayla TimpsonPoints9.5,WNBA,324776,Makayla Timpson,FC,IND,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Makayla_Timpson_WNBA_player_U8JqHPi6KMwkbh9DLg4aLW0T.webp,15060062,6.5,50.01,49.99,,50.01,Over,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,6.5,,,,No,SEA,16.78,12,,100,,6.5,,0,,6.5,6.5,7.1,6.5,Push
Sophie CunninghamPoints,Sophie CunninghamPoints9.5,WNBA,239174,Sophie Cunningham,G,IND,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sophie_Cunningham_WNBA_player_cZAeIhZamNbdXKxGLDTtak3Y.webp,15060112,5.5,50.54,49.46,,50.54,Over,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,5.5,,,,No,SEA,12.68,22,,100,,5.5,,0,,5.5,5.5,6.5,0,Push
Myisha Hines-AllenPoints,Myisha Hines-AllenPoints9.5,WNBA,317278,Myisha Hines-Allen,F,IND,Points,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/Myisha_Hines-Allenpng.png,15060137,,,,,,,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,,,,,No,SEA,10.2,16,,,,0,,0,,0,0,9.5,0,Push
Cotie McMahonPts+Rebs,Cotie McMahonPts+Rebs9.5,WNBA,318611,Cotie McMahon,G,WAS,Pts+Rebs,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Cotie_McMahon_WNBA_player_Uetgv8e0LMsObpG07GPeeVQa.webp,15062272,8.5,48.28,51.72,-6.09,51.72,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,8.5,,,,No,IND,11.41,15,,100,,8.5,14,-0.0825,under,8.5,8.42,8.73,0,Push
Kelsey Mitchell3-PTAttempted,Kelsey Mitchell3-PTAttempted9.5,WNBA,237852,Kelsey Mitchell,G,IND,3-PT Attempted,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Kelsey_Mitchell_WNBA_player_EIjpvNmrTSUtZ3DS46UvarB1.webp,15071120,,,,,,,,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,,,,,No,SEA,32.26,31,,,,0,,0,,0,0,9.5,0,Push
Caitlin ClarkRebounds,Caitlin ClarkRebounds8.5,WNBA,237851,Caitlin Clark,G,IND,Rebounds,8.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,15046468,4.5,40.81,59.19,,59.19,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.5,,,,No,SEA,38.52,31,,100,,4.5,,0,,4.5,4.5,5.3,4.5,Best Bet
Georgia AmoorePoints,Georgia AmoorePoints8.5,WNBA,317129,Georgia Amoore,G,WAS,Points,8.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Georgia_Amoore_WNBA_player_3OmmlgIgu7geCDaxC6In7pGu.webp,15063325,7.5,50.97,49.03,-8.78,50.97,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,7.5,,,,No,IND,14.72,23,,100,,7.5,7,0.1628,over,7.5,7.66,7.73,7.5,Push
Aliyah BostonRebounds,Aliyah BostonRebounds8.5,WNBA,237853,Aliyah Boston,FC,IND,Rebounds,8.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,15070703,8.5,45.12,54.88,,54.88,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,8.5,,,,No,SEA,32.79,29,45.12,54.88,45.12,8.5,,0,,8.5,8.5,8.5,8.5,Best Bet
Michaela OnyenwerePoints,Michaela OnyenwerePoints8.5,WNBA,320347,Michaela Onyenwere,F,WAS,Points,8.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Michaela_Onyenwere_WNBA_player_tNwe4Cm6nzFOiTSpFDZgcSeF.webp,15071797,7.5,47.63,52.36,-5.45,52.36,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,7.5,,,,No,IND,13.1,21,,100,,7.5,7,0.1628,over,7.5,7.66,7.73,7.5,Best Bet
Sonia CitronRebs+Asts,Sonia CitronRebs+Asts8.5,WNBA,238241,Sonia Citron,G,WAS,Rebs+Asts,8.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sonia_Citron_WNBA_player_Cu5wEbcQEPoUpdz2rimHwWTl.webp,15073376,8.5,44.95,55.05,-7.36,55.05,Under,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,8.5,,,,No,IND,30.63,33,44.95,55.05,44.95,8.5,14,-0.0825,under,8.5,8.42,8.48,0,Push
Caitlin ClarkRebounds,Caitlin ClarkRebounds7.5,WNBA,237851,Caitlin Clark,G,IND,Rebounds,7.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Caitlin_Clark_WNBA_player_QSGioalNHPIX9vjS6b9g2AVO.webp,15044717,4.5,40.81,59.19,,59.19,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.5,,,,No,SEA,38.52,31,,100,,4.5,,0,,4.5,4.5,5.1,4.5,Best Bet
Sonia CitronAssists,Sonia CitronAssists7.5,WNBA,238241,Sonia Citron,G,WAS,Assists,7.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Sonia_Citron_WNBA_player_Cu5wEbcQEPoUpdz2rimHwWTl.webp,15045191,4.5,51.58,48.42,-9.39,51.58,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,4.5,,,,No,IND,30.63,33,,100,,4.5,11,-0.0422,under,4.5,4.46,5.09,4.5,Push
Aliyah BostonAssists,Aliyah BostonAssists7.5,WNBA,237853,Aliyah Boston,FC,IND,Assists,7.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Aliyah_Boston_WNBA_player_G6uHubog9X1bQPpQo9lPzFr9.webp,15046581,3.5,37.66,62.34,,62.34,Under,https://www.freeiconspng.com/img/1934,,Yes,-6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,3.5,,,,No,SEA,32.79,29,,100,,3.5,,0,,3.5,3.5,4.3,3.5,Best Bet
Georgia AmooreAssists,Georgia AmooreAssists7.5,WNBA,317129,Georgia Amoore,G,WAS,Assists,7.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Georgia_Amoore_WNBA_player_3OmmlgIgu7geCDaxC6In7pGu.webp,15059745,3.5,50.61,49.39,-8.42,50.61,Over,https://www.freeiconspng.com/img/1934,,No,6.4,177.7,Mystics @ Fever,2026-09-20T20:00:00Z,Sun 04:00pm,N/A,N/A,NBA TV,,,9/20/2026,3.5,,,,No,IND,14.72,23,,100,,3.5,11,-0.0422,under,3.5,3.46,4.29,3.5,Push
