Player + Prop,Player + Prop + Line,Sport,Player ID,Player Name,Position,Team,Stat Type,Line Score,Adjusted Odds,Date,Start Time (CST),Status,League,Odds Type,Headshot URL,Data ID,Average Line,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Player Image,Game Start Time,Fav,Spread,O/U,Game Short Title,Scheduled At,Match Progress,Venue Name,Venue Type,Broadcasts,Max No-Vig % Price,True Price,Date,True Point Average Line,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,Opportunities,Edge % Over,Edge % Under,Edge %,DvP Projection,DVP Rank,Opp +/-,DVP Bet,Average Projected,DVP Adjusted,Total Projection,Underdog Line,Callout Bet Tag
Awa FamPoints,Awa FamPoints19.5,WNBA,320195,Awa Fam,C,SEA,Points,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15064733,9.91,50.22,49.78,,50.22,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.91,,,,No,IND,22.24,31,,100,,9.91,7,0.1628,over,9.91,10.07,11.98,10.5,Push
Chelsea GrayPts+Asts,Chelsea GrayPts+Asts19.5,WNBA,237845,Chelsea Gray,G,LVA,Pts+Asts,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15066896,16.9,49.41,50.59,,50.59,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,16.9,,,,No,ATL,24.34,32,,100,,16.9,2,1.9156,over,16.9,18.82,18.03,0,Push
Chelsea GrayPts+Rebs,Chelsea GrayPts+Rebs19.5,WNBA,237845,Chelsea Gray,G,LVA,Pts+Rebs,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15066942,14,48.6,51.4,,51.4,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,14,,,,No,ATL,24.34,32,,100,,14,12,-0.0325,under,14,13.97,15.37,0,Push
Jewell LoydPoints,Jewell LoydPoints19.5,WNBA,237844,Jewell Loyd,G,LVA,Points,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jewell_Loyd_WNBA_player_kl6eTaXsduFI7E6eDj4QuueY.webp,15066958,7.5,50.02,49.98,,50.02,Over,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,7.5,,,,No,ATL,17.03,28,,100,,7.5,4,0.2078,over,7.5,7.71,9.94,7.5,Push
Flau'jae JohnsonPts+Asts,Flau'jae JohnsonPts+Asts19.5,WNBA,316729,Flau'jae Johnson,G,SEA,Pts+Asts,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/FlaujaeJohnson.png,15067200,17.9,48.53,51.47,,51.47,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,17.9,,,,No,IND,26.31,25,,100,,17.9,5,-0.0456,under,17.9,17.85,18.29,0,Push
Awa FamPts+Rebs,Awa FamPts+Rebs19.5,WNBA,320195,Awa Fam,C,SEA,Pts+Rebs,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15067224,15.75,49.44,50.56,-7.25,50.56,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,15.75,,,,No,IND,22.24,31,,100,,15.75,14,-0.0825,under,15.75,15.67,16.67,0,Push
Awa FamPts+Rebs+Asts,Awa FamPts+Rebs+Asts19.5,WNBA,320195,Awa Fam,C,SEA,Pts+Rebs+Asts,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15067373,18.75,46.36,53.64,-7.3,53.64,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,18.75,,,,No,IND,22.24,31,,100,,18.75,14,-0.0825,under,18.75,18.67,18.92,0,Push
A'ja WilsonFGAttempted,A'ja WilsonFGAttempted19.5,WNBA,237843,A'ja Wilson,C,LVA,FG Attempted,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15071090,,,,,,,,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,,,,,No,ATL,49.36,32,,,,0,2,1.9156,over,0,1.92,10.71,0,Push
Natisha HiedemanPoints,Natisha HiedemanPoints19.5,WNBA,317046,Natisha Hiedeman,G,SEA,Points,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/NatishaHiedman.png,15073388,12.75,50.48,49.52,,50.48,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,12.75,,,,No,IND,23.4,26,,100,,12.75,7,0.1628,over,12.75,12.91,14.48,0,Push
Natisha HiedemanPts+Asts,Natisha HiedemanPts+Asts19.5,WNBA,317046,Natisha Hiedeman,G,SEA,Pts+Asts,19.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/NatishaHiedman.png,15073728,17.17,51.6,48.4,-4.35,51.6,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,17.17,,,,No,IND,23.4,26,,100,,17.17,5,-0.0456,under,17.17,17.12,17.74,0,Push
Jackie YoungRebs+Asts,Jackie YoungRebs+Asts18.5,WNBA,237846,Jackie Young,G,LVA,Rebs+Asts,18.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,15066943,11.13,49.41,50.59,-7.04,50.59,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,11.13,,,,No,ATL,36.69,31,,100,,11.13,12,-0.0325,under,11.13,11.1,12.96,0,Push
Flau'jae JohnsonPts+Asts,Flau'jae JohnsonPts+Asts18.5,WNBA,316729,Flau'jae Johnson,G,SEA,Pts+Asts,18.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/FlaujaeJohnson.png,15067014,17.9,48.53,51.47,,51.47,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,17.9,,,,No,IND,26.31,25,,100,,17.9,5,-0.0456,under,17.9,17.85,18.04,0,Push
Chelsea GrayPts+Asts,Chelsea GrayPts+Asts17.5,WNBA,237845,Chelsea Gray,G,LVA,Pts+Asts,17.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15072668,16.9,49.41,50.59,,50.59,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,16.9,,,,No,ATL,24.34,32,,100,,16.9,2,1.9156,over,16.9,18.82,17.53,0,Great Bet
A'ja WilsonRebounds,A'ja WilsonRebounds16.5,WNBA,237843,A'ja Wilson,C,LVA,Rebounds,16.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15063473,9.5,46.72,53.28,,53.28,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.5,,,,No,ATL,49.36,32,,100,,9.5,12,-0.0325,under,9.5,9.47,10.89,9.5,Best Bet
Dominique MalongaPoints,Dominique MalongaPoints16.5,WNBA,253261,Dominique Malonga,C,SEA,Points,16.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/Dominique_Malonga.png,15067188,15.27,49.04,50.96,,50.96,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,15.27,,,,No,IND,31,25,,100,,15.27,7,0.1628,over,15.27,15.43,15.59,15.5,Best Bet
Flau'jae JohnsonPoints,Flau'jae JohnsonPoints16.5,WNBA,316729,Flau'jae Johnson,G,SEA,Points,16.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/FlaujaeJohnson.png,15067364,15.23,49.11,50.89,,50.89,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,15.23,,,,No,IND,26.31,25,,100,,15.23,7,0.1628,over,15.23,15.39,15.57,15.5,Best Bet
Awa FamPts+Rebs,Awa FamPts+Rebs16.5,WNBA,320195,Awa Fam,C,SEA,Pts+Rebs,16.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15071945,15.75,49.44,50.56,-7.25,50.56,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,15.75,,,,No,IND,22.24,31,,100,,15.75,14,-0.0825,under,15.75,15.67,15.92,0,Push
Chelsea GrayRebs+Asts,Chelsea GrayRebs+Asts15.5,WNBA,237845,Chelsea Gray,G,LVA,Rebs+Asts,15.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15066903,9.13,49.56,50.44,-7.37,50.44,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.13,,,,No,ATL,24.34,32,,100,,9.13,12,-0.0325,under,9.13,9.1,10.71,0,Push
Jackie YoungFGAttempted,Jackie YoungFGAttempted15.5,WNBA,237846,Jackie Young,G,LVA,FG Attempted,15.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,15071078,,,,,,,,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,,,,,No,ATL,36.69,31,,,,0,2,1.9156,over,0,1.92,8.71,0,Push
Awa FamPoints,Awa FamPoints14.5,WNBA,320195,Awa Fam,C,SEA,Points,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15064725,9.91,50.22,49.78,,50.22,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.91,,,,No,IND,22.24,31,,100,,9.91,7,0.1628,over,9.91,10.07,10.98,10.5,Push
Chelsea GrayPoints,Chelsea GrayPoints14.5,WNBA,237845,Chelsea Gray,G,LVA,Points,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15064735,10.9,49.2,50.8,,50.8,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,10.9,,,,No,ATL,24.34,32,,100,,10.9,4,0.2078,over,10.9,11.11,11.78,11.5,Best Bet
Dominique MalongaRebounds,Dominique MalongaRebounds14.5,WNBA,253261,Dominique Malonga,C,SEA,Rebounds,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/Dominique_Malonga.png,15064740,8.04,49.25,50.75,,50.75,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,8.04,,,,No,IND,31,25,,100,,8.04,14,-0.0825,under,8.04,7.96,9.41,8.5,Best Bet
Jewell LoydPoints,Jewell LoydPoints14.5,WNBA,237844,Jewell Loyd,G,LVA,Points,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jewell_Loyd_WNBA_player_kl6eTaXsduFI7E6eDj4QuueY.webp,15064768,7.5,50.02,49.98,,50.02,Over,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,7.5,,,,No,ATL,17.03,28,,100,,7.5,4,0.2078,over,7.5,7.71,8.94,7.5,Push
A'ja WilsonRebs+Asts,A'ja WilsonRebs+Asts14.5,WNBA,237843,A'ja Wilson,C,LVA,Rebs+Asts,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15066888,12.5,51.2,48.8,-5.32,51.2,Over,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,12.5,,,,No,ATL,49.36,32,,100,,12.5,12,-0.0325,under,12.5,12.47,12.99,0,Push
Jackie YoungRebs+Asts,Jackie YoungRebs+Asts14.5,WNBA,237846,Jackie Young,G,LVA,Rebs+Asts,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,15066915,11.13,49.41,50.59,-7.04,50.59,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,11.13,,,,No,ATL,36.69,31,,100,,11.13,12,-0.0325,under,11.13,11.1,11.96,0,Push
Chelsea GrayPts+Rebs,Chelsea GrayPts+Rebs14.5,WNBA,237845,Chelsea Gray,G,LVA,Pts+Rebs,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15066941,14,48.6,51.4,,51.4,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,14,,,,No,ATL,24.34,32,,100,,14,12,-0.0325,under,14,13.97,14.12,0,Push
Flau'jae JohnsonRebs+Asts,Flau'jae JohnsonRebs+Asts14.5,WNBA,316729,Flau'jae Johnson,G,SEA,Rebs+Asts,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/FlaujaeJohnson.png,15067204,7.17,47.35,52.65,,52.65,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,7.17,,,,No,IND,26.31,25,,100,,7.17,14,-0.0825,under,7.17,7.09,8.98,0,Push
Natisha HiedemanPoints,Natisha HiedemanPoints14.5,WNBA,317046,Natisha Hiedeman,G,SEA,Points,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/NatishaHiedman.png,15073390,12.75,50.48,49.52,,50.48,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,12.75,,,,No,IND,23.4,26,,100,,12.75,7,0.1628,over,12.75,12.91,13.23,0,Push
Stephanie TalbotPts+Rebs,Stephanie TalbotPts+Rebs14.5,WNBA,317883,Stephanie Talbot,F,LVA,Pts+Rebs,14.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Stephanie_Talbot_WNBA_player_v6hnGHVjDs3ZNq5tDauoy5Dk.webp,15074460,,,,,,,,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,,,,,No,ATL,13.13,20,,,,0,12,-0.0325,under,0,-0.03,14.5,0,Push
A'ja WilsonRebounds,A'ja WilsonRebounds13.5,WNBA,237843,A'ja Wilson,C,LVA,Rebounds,13.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15063490,9.5,46.72,53.28,,53.28,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.5,,,,No,ATL,49.36,32,,100,,9.5,12,-0.0325,under,9.5,9.47,10.29,9.5,Best Bet
A'ja WilsonRebs+Asts,A'ja WilsonRebs+Asts13.5,WNBA,237843,A'ja Wilson,C,LVA,Rebs+Asts,13.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15067335,12.5,51.2,48.8,-5.32,51.2,Over,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,12.5,,,,No,ATL,49.36,32,,100,,12.5,12,-0.0325,under,12.5,12.47,12.74,0,Push
A'ja WilsonRebounds,A'ja WilsonRebounds11.5,WNBA,237843,A'ja Wilson,C,LVA,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15063482,9.5,46.72,53.28,,53.28,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.5,,,,No,ATL,49.36,32,,100,,9.5,12,-0.0325,under,9.5,9.47,9.89,9.5,Best Bet
Jackie YoungAssists,Jackie YoungAssists11.5,WNBA,237846,Jackie Young,G,LVA,Assists,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,15063633,6.5,47.58,52.42,,52.42,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,6.5,,,,No,ATL,36.69,31,,100,,6.5,8,-0.0047,under,6.5,6.5,7.5,6.5,Best Bet
Dominique MalongaRebounds,Dominique MalongaRebounds11.5,WNBA,253261,Dominique Malonga,C,SEA,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/Dominique_Malonga.png,15064264,8.04,49.25,50.75,,50.75,Under,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,8.04,,,,No,IND,31,25,,100,,8.04,14,-0.0825,under,8.04,7.96,8.81,8.5,Best Bet
Chelsea GrayAssists,Chelsea GrayAssists11.5,WNBA,237845,Chelsea Gray,G,LVA,Assists,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15064354,5.71,53.47,46.53,,53.47,Over,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,5.71,,,,No,ATL,24.34,32,,100,,5.71,8,-0.0047,under,5.71,5.71,6.83,5.5,Push
Awa FamRebounds,Awa FamRebounds11.5,WNBA,320195,Awa Fam,C,SEA,Rebounds,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15064737,5.5,53.02,46.98,,53.02,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,5.5,,,,No,IND,22.24,31,,100,,5.5,14,-0.0825,under,5.5,5.42,6.68,5.5,Push
Chelsea GrayRebs+Asts,Chelsea GrayRebs+Asts11.5,WNBA,237845,Chelsea Gray,G,LVA,Rebs+Asts,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15066907,9.13,49.56,50.44,-7.37,50.44,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.13,,,,No,ATL,24.34,32,,100,,9.13,12,-0.0325,under,9.13,9.1,9.71,0,Push
Chelsea GrayPoints,Chelsea GrayPoints11.5,WNBA,237845,Chelsea Gray,G,LVA,Points,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Chelsea_Gray_WNBA_player_GHqO0xzbwyTjQ6fOf5m0CHE4.webp,15066944,10.9,49.2,50.8,,50.8,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,10.9,,,,No,ATL,24.34,32,,100,,10.9,4,0.2078,over,10.9,11.11,11.18,11.5,Best Bet
Jackie YoungRebs+Asts,Jackie YoungRebs+Asts11.5,WNBA,237846,Jackie Young,G,LVA,Rebs+Asts,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,15069517,11.13,49.41,50.59,-7.04,50.59,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,11.13,,,,No,ATL,36.69,31,,100,,11.13,12,-0.0325,under,11.13,11.1,11.21,0,Push
Stephanie TalbotPoints,Stephanie TalbotPoints11.5,WNBA,317883,Stephanie Talbot,F,LVA,Points,11.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Stephanie_Talbot_WNBA_player_v6hnGHVjDs3ZNq5tDauoy5Dk.webp,15074462,,,,,,,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,,,,,No,ATL,13.13,20,,,,0,4,0.2078,over,0,0.21,5.85,0,Push
Awa FamPoints,Awa FamPoints10.5,WNBA,320195,Awa Fam,C,SEA,Points,10.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/manual/AwaFam.webp,15064454,9.91,50.22,49.78,,50.22,Over,https://www.freeiconspng.com/img/1934,,No,16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.91,,,,No,IND,22.24,31,,100,,9.91,7,0.1628,over,9.91,10.07,10.18,10.5,Push
A'ja WilsonRebounds,A'ja WilsonRebounds10.5,WNBA,237843,A'ja Wilson,C,LVA,Rebounds,10.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/A'ja_Wilson_WNBA_player_e1fzWnin9JBoRKYaugxyyP08.webp,15066930,9.5,46.72,53.28,,53.28,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,9.5,,,,No,ATL,49.36,32,,100,,9.5,12,-0.0325,under,9.5,9.47,9.69,9.5,Best Bet
Jackie YoungRebounds,Jackie YoungRebounds9.5,WNBA,237846,Jackie Young,G,LVA,Rebounds,9.5,TRUE,9/20/2026,12/30/1899,pre_game,WNBA,demon,https://static.prizepicks.com/images/players/WNBA/Jackie_Young_WNBA_player_xMYZ7NbkZrdioerQcMdWBKG9.webp,15063636,4.5,49.47,50.53,,50.53,Under,https://www.freeiconspng.com/img/1934,,Yes,-16.4,176.1,Storm @ Aces,2026-09-21T01:00:00Z,Sun 09:00pm,N/A,N/A,"USA, Prime, CNBC",,,9/20/2026,4.5,,,,No,ATL,36.69,31,,100,,4.5,12,-0.0325,under,4.5,4.47,5.49,4.5,Best Bet
