Date,Start Time,Player Name,Stat Type,Line Score,Odds Type,Headshot URL,Data ID,Over %,Under %,No-Vig Over %,No-Vig Under %,True Point,Average Line,Average Over %,Average Under %,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Projection,Projection vs Line,Edge %,Correlates,Team,Game Short Title,Fav,O/U,Callout Bet Tag,Position
N/A,9/17/2026,Aidan Hutchinson,Sacks,0.75,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/97.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/97.webp,57.81,57.81,50,50,0.75,0.65,57.61,52.95,52.17,47.83,2.17,52.17,Over,0.65,-0.1,52.76,No,,,,,,
N/A,9/17/2026,Greg Rousseau,Sacks,0.25,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/15.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/15.webp,57.81,57.81,50,50,0.5,0.42,45.25,61.67,42.33,57.67,-7.67,42.33,Over,0.42,0.17,39.35,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,399.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,-118.62,11.92,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,392.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,-142.14,3.59,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,374.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,-106.5,18.09,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,299.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,-18.62,52.84,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,299.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,-31.5,51.02,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,298.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,-31,35.11,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,289.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,-8.62,57.77,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,284.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,-3.62,60.2,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,279.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,1.38,62.59,Yes,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,279.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,-12,44.25,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,278.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,-11,44.74,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,277.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,-10,45.23,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,274.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,-6.5,63.24,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,269.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,-19.14,39.63,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,267.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,0,50.21,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,262.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,-12.14,43.04,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,262.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,5.5,68.73,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,259.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,-9.14,44.52,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,259.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,8,54.19,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,249.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,50.02,Under,250.36,0.86,50.51,No,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,249.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,31.38,75.68,Yes,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,249.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,18.5,74.24,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,242.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,7.86,52.97,Yes,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,224.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,43.5,83.23,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass+Rush Yds,219.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,305.19,280.87,54.33,54.25,50.03,49.97,0.03,50.03,Over,280.88,61.38,85.79,Yes,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush+Rec Yds,219.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,125.5,125.23,54.32,54.19,50.06,49.94,0.06,50.06,Over,122.66,-96.84,3.01,No,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,208.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,59,77.12,Yes,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,199.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,68,80.38,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,199.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,50.86,72.98,Yes,,,,,,
N/A,9/17/2026,Jared Goff,Pass+Rush Yds,199.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,301.55,268,56.26,56.2,50.02,49.98,0.02,50.02,Over,268,68.5,89.9,Yes,,,,,,
N/A,9/17/2026,Jared Goff,Pass Yards,198.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/16.webp,57.81,57.81,50,50,267.92,267.5,54.7,54.6,50.05,49.95,0.05,50.05,Over,267.5,69,80.72,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,189.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,60.86,76.95,Yes,,,,,,
N/A,9/17/2026,Josh Allen,Pass Yards,179.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,248.47,250.37,54.26,54.3,49.98,50.02,-0.02,49.98,Over,250.36,70.86,80.57,Yes,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush Yards,179.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,90.5,90.7,54.28,54.32,49.98,50.02,-0.02,49.98,Over,90.69,-88.81,3.75,No,,,,,,
N/A,9/17/2026,Amon-Ra St. Brown,Receiving Yards,159.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,57.81,57.81,50,50,79.5,79.71,54.28,54.11,50.08,49.92,0.08,50.08,Over,79.73,-79.77,2.28,No,,,,,,
N/A,9/17/2026,James Cook III,Rush+Rec Yds,149.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,94.5,94.83,56.72,56.72,50,50,0,50,Over,94.3,-55.2,13.57,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush+Rec Yds,149.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,125.5,125.23,54.32,54.19,50.06,49.94,0.06,50.06,Over,122.66,-26.84,31.56,No,,,,,,
N/A,9/17/2026,Amon-Ra St. Brown,Receiving Yards,149.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,57.81,57.81,50,50,79.5,79.71,54.28,54.11,50.08,49.92,0.08,50.08,Over,79.73,-69.77,4.01,No,,,,,,
N/A,9/17/2026,Jameson Williams,Receiving Yards,139.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/1.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/1.webp,57.81,57.81,50,50,57.5,57.56,54.01,53.83,50.08,49.92,0.08,50.08,Over,57.56,-81.94,2.02,No,,,,,,
N/A,9/17/2026,Amon-Ra St. Brown,Receiving Yards,139.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,57.81,57.81,50,50,79.5,79.71,54.28,54.11,50.08,49.92,0.08,50.08,Over,79.73,-59.77,6.68,No,,,,,,
N/A,9/17/2026,DJ Moore,Receiving Yards,139.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/2.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/2.webp,57.81,57.81,50,50,60.08,60.5,53.76,53.95,49.91,50.09,-0.09,49.91,Over,60.5,-79,2.35,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush+Rec Yds,129.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,125.5,125.23,54.32,54.19,50.06,49.94,0.06,50.06,Over,122.66,-6.84,46.81,No,,,,,,
N/A,9/17/2026,James Cook III,Rush Yards,128.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,78.5,78.7,54.26,54.3,49.98,50.02,-0.02,49.98,Over,78.69,-49.81,15.87,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush+Rec Yds,124.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,125.5,125.23,54.32,54.19,50.06,49.94,0.06,50.06,Over,122.66,-1.84,50.8,No,,,,,,
N/A,9/17/2026,Dalton Kincaid,Receiving Yards,119.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/86.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/86.webp,57.81,57.81,50,50,50.92,50.81,54.23,54.09,50.07,49.93,0.07,50.07,Over,50.83,-68.67,4.32,No,,,,,,
N/A,9/17/2026,Khalil Shakir,Receiving Yards,113.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/10.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/10.webp,57.81,57.81,50,50,44.71,44.5,53.81,54.2,49.82,50.18,-0.18,49.82,Over,44.5,-69,4.27,No,,,,,,
N/A,9/17/2026,James Cook III,Rush+Rec Yds,109.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,94.5,94.83,56.72,56.72,50,50,0,50,Over,94.3,-15.2,38.21,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush Yards,109.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,90.5,90.7,54.28,54.32,49.98,50.02,-0.02,49.98,Over,90.69,-18.81,35.2,No,,,,,,
N/A,9/17/2026,Sam LaPorta,Receiving Yards,109.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/87.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/87.webp,57.81,57.81,50,50,46.5,46.14,54,53.96,50.02,49.98,0.02,50.02,Over,46.14,-63.36,5.76,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush Yards,100.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,90.5,90.7,54.28,54.32,49.98,50.02,-0.02,49.98,Over,90.69,-9.81,42.07,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush+Rec Yds,99.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,125.5,125.23,54.32,54.19,50.06,49.94,0.06,50.06,Over,122.66,23.16,69.85,Yes,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush Yards,99.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,90.5,90.7,54.28,54.32,49.98,50.02,-0.02,49.98,Over,90.69,-8.81,42.86,No,,,,,,
N/A,9/17/2026,James Cook III,Rush+Rec Yds,94.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,94.5,94.83,56.72,56.72,50,50,0,50,Under,94.3,-0.2,50,Yes,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush Yards,90.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,90.5,90.7,54.28,54.32,49.98,50.02,-0.02,50.02,Under,90.69,0.19,50,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Receiving Yards,90.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,29.5,29.5,53.94,54.3,49.83,50.17,-0.17,49.83,Over,29.45,-61.05,6.36,No,,,,,,
N/A,9/17/2026,Josh Allen,Rush Yards,90.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/17.webp,57.81,57.81,50,50,30.5,30.5,54.39,54.21,50.09,49.91,0.09,50.09,Over,30.52,-59.98,11.51,No,,,,,,
N/A,9/17/2026,Amon-Ra St. Brown,Receiving Yards,89.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/14.webp,57.81,57.81,50,50,79.5,79.71,54.28,54.11,50.08,49.92,0.08,50.08,Over,79.73,-9.77,40.13,No,,,,,,
N/A,9/17/2026,James Cook III,Rush+Rec Yds,89.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,94.5,94.83,56.72,56.72,50,50,0,50,Over,94.3,4.8,53.98,Yes,,,,,,
N/A,9/17/2026,James Cook III,Rush Yards,84.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,78.5,78.7,54.26,54.3,49.98,50.02,-0.02,49.98,Over,78.69,-5.81,45.22,No,,,,,,
N/A,9/17/2026,James Cook III,Rush Yards,83.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_6ye4sBFoHX4bxxh8W3prFKnt/4.webp,57.81,57.81,50,50,78.5,78.7,54.26,54.3,49.98,50.02,-0.02,49.98,Over,78.69,-4.81,46.02,No,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Rush Yards,80.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,90.5,90.7,54.28,54.32,49.98,50.02,-0.02,49.98,Over,90.69,10.19,57.93,Yes,,,,,,
N/A,9/17/2026,Jahmyr Gibbs,Receiving Yards,79.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_yfro8ooEKVvXuAA1ebsXJTq0/0.webp,57.81,57.81,50,50,29.5,29.5,53.94,54.3,49.83,50.17,-0.17,49.83,Over,29.45,-50.05,10.56,No,,,,,,
