Date,Start Time,Player Name,Stat Type,Line Score,Odds Type,Headshot URL,Data ID,Over %,Under %,No-Vig Over %,No-Vig Under %,True Point,Average Line,Average Over %,Average Under %,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Projection,Projection vs Line,Edge %,Correlates,Team,Game Short Title,Fav,O/U,Callout Bet Tag,Position
N/A,9/20/2026,Tyler Shough,Longest Completion,39.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,57.81,57.81,50,50,39.5,,,,,,,,,,,50,,,,,,,
N/A,9/20/2026,Lamar Jackson,Longest Completion,39.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,57.81,57.81,50,50,39.5,,,,,,,,,,,50,,,,,,,
N/A,9/20/2026,Devaughn Vele,Receiving Yards,39.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/14.webp,57.81,57.81,50,50,31.5,35.17,51.36,61.92,45.14,54.86,-4.86,45.14,Over,35.17,-4.33,42.07,No,,,,,,
N/A,9/20/2026,Juwan Johnson,Receiving Yards,39.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/83.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/83.webp,57.81,57.81,50,50,29.5,29.5,56.72,56.72,50,50,0,50,Over,29.5,-10,40.13,No,,,,,,
N/A,9/20/2026,Mark Andrews,Receiving Yards,39.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/89.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/89.webp,57.81,57.81,50,50,50.5,50.5,55.91,55.91,50,50,0,50,Over,50.5,11,60.83,Yes,,,,,,
N/A,9/20/2026,Travis Etienne Jr.,Receiving Yards,39.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/3.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/3.webp,57.81,57.81,50,50,17.5,17.5,56.72,56.72,50,50,0,50,Over,17.5,-22,29.12,No,,,,,,
N/A,9/20/2026,Chris Olave,Receiving Yards,39.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/12.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/12.webp,57.81,57.81,50,50,75.5,75,57.81,57.81,50,50,0,50,Over,75,35.5,81.59,Yes,,,,,,
N/A,9/20/2026,Lamar Jackson,Longest Completion,37.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,57.81,57.81,50,50,37.5,,,,,,,,,,,50,,,,,,,
N/A,9/20/2026,Lamar Jackson,Rush Yards,34.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,57.81,57.81,50,50,34.5,35,57.81,57.81,50,50,0,50,Under,35,0.5,50,No,,,,,,
N/A,9/20/2026,Tyler Shough,Longest Completion,34.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,57.81,57.81,50,50,34.5,,,,,,,,,,,50,,,,,,,
N/A,9/20/2026,Tyler Shough,Pass Attempts,33.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,57.81,57.81,50,50,33.67,33.5,57.81,57.81,50,50,0,50,Under,33.5,0,49.98,No,,,,,,
N/A,9/20/2026,Devaughn Vele,Receiving Yards,31.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/14.webp,57.81,57.81,50,50,31.5,35.17,51.36,61.92,45.14,54.86,-4.86,54.86,Under,35.17,3.67,50,No,,,,,,
N/A,9/20/2026,Tyler Shough,Longest Completion,29.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,57.81,57.81,50,50,29.5,,,,,,,,,,,50,,,,,,,
N/A,9/20/2026,Tyler Shough,Pass Completions,29.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/6.webp,57.81,57.81,50,50,29.5,,,,,,,,,,,48.77,,,,,,,
N/A,9/20/2026,Lamar Jackson,Longest Completion,29.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/8.webp,57.81,57.81,50,50,29.5,,,,,,,,,,,50,,,,,,,
N/A,9/20/2026,Travis Etienne Jr.,Receiving Yards,29.5,demon,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/3.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/3.webp,57.81,57.81,50,50,17.5,17.5,56.72,56.72,50,50,0,50,Over,17.5,-12,38.21,No,,,,,,
N/A,9/20/2026,Devaughn Vele,Receiving Yards,29.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/14.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/14.webp,57.81,57.81,50,50,31.5,35.17,51.36,61.92,45.14,54.86,-4.86,45.14,Over,35.17,5.67,51.99,Yes,,,,,,
N/A,9/20/2026,Juwan Johnson,Receiving Yards,29.5,standard,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/83.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_U82F2pjFpldPbZxv226g3JKq/83.webp,57.81,57.81,50,50,29.5,29.5,56.72,56.72,50,50,0,50,Under,29.5,0,50,No,,,,,,
N/A,9/20/2026,Mark Andrews,Receiving Yards,29.5,goblin,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/89.webp,https://static.prizepicks.com/images/teams/nfl/NFL_team_X86XqVGXMYKptjsOiJsRXw3Q/89.webp,57.81,57.81,50,50,50.5,50.5,55.91,55.91,50,50,0,50,Over,50.5,21,70.02,Yes,,,,,,
