Source,Sport,Player ID,Player Name,Position,Team,Stat Type,Line Score,Adjusted Odds,Implied Probability,Date,Start Time (CST),Status,League,Odds Type,Headshot URL,Data ID,Average Line,Average No-Vig Over %,Average No-Vig Under %,Percent Difference,Max No-Vig %,Bet Tag,Player Image,Game Start Time,Fav,Spread,O/U,Game Short Title,Scheduled At,Match Progress,Venue Name,Venue Type,Broadcasts,Max No-Vig % Price,True Price,Date,True Point Average Line,EST. Return Date,Injury Status,Comment,Starter,Opp,PrizePicks,MIN Avg,Edge % Over,Edge % Under,Edge %,DvP Projection,DVP Rank,Opp +/-,DVP Bet,Average Projected,DVP Adjusted,Total Projection,Underdog Line,Callout Bet Tag,NBA Fantasy Score
PrizePicks,NBA,183158,OG Anunoby,FG,NYK,Pts+Rebs+Asts,20.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,12581444,25.21,50.21,49.79,-4.76,50.21,Over,https://dkn.gs/sports/images/nba/players/50/33382.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,9/21/1899,6/13/2026,25.3159,,,,No,SAS,31.7,38,82.51821077,,82.51821077,0,,0,,27.58433735,27.58433735,26.42364367,25.5,Ideal Bet,32.33746
PrizePicks,NBA,125266,Julian Champagnie,F,SAS,Fantasy Score,20.5,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,12590088,,,,,,Under,https://dkn.gs/sports/images/nba/players/50/650222.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-184,,6/13/2026,20.12428,,,,Yes,NYK,19.45,30,49.54180488,50.45819512,50.45819512,25.2,29,0,,25.44565217,25.44565217,23.67186145,0,Good Bet,20.12428
PrizePicks,NBA,56347,Devin Vassell,GF,SAS,Fantasy Score,20.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,12590093,,,,,,Over,https://dkn.gs/sports/images/nba/players/50/527223.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-125,,6/13/2026,26.57804,,,,Yes,NYK,24.2,35,69.19704352,30.80295648,69.19704352,30.80729167,24,0,,29.20491803,29.20491803,28.32929202,0,Push,26.57804
PrizePicks,NBA,183158,OG Anunoby,FG,NYK,Pts+Asts,20,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,12580382,19.50,51.22,48.78,-4.34,51.22,Under,https://dkn.gs/sports/images/nba/players/50/33382.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-105,9/16/1899,6/13/2026,19.9758,,,,No,SAS,31.7,38,49.9395,50.0605,50.0605,0,,0,,21.63253012,21.63253012,20.68521506,0,Good Bet,32.33746
PrizePicks,NBA,322215,Victor Wembanyama + Josh Hart,FC,SAS/NYK,Rebounds (Combo),20,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/players/CMBO_group_UnUfaDB7s7v0bxoXEpTFSh8Z.webp,12583089,,,,,,,,,,,,,,,,,,,,,0,,,,Yes,Multiple,58.73000000000002 + 30.750000000000004,75,,,,0,,0,,0,0,,0,Push,90.90724
PrizePicks,NBA,226913,De'Aaron Fox,G,SAS,Points,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,12580119,15.27,50.1,49.9,-4.65,50.1,Over,https://dkn.gs/sports/images/nba/players/50/33343.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-100,9/22/1899,6/13/2026,15.3005,,,,Yes,NYK,34.86,31,14.03718876,,14.03718876,14.14375,29,0,,18.6,18.6,16.942625,14.5,Push,32.08286
PrizePicks,NBA,226913,De'Aaron Fox,G,SAS,Pts+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,12580123,21.50,50.09,49.91,-4.46,50.09,Over,https://dkn.gs/sports/images/nba/players/50/33343.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-100,9/21/1899,6/13/2026,21.5387,,,,Yes,NYK,34.86,31,65.59901809,,65.59901809,19.56875,28,0,,24.8,24.8,23.159675,0,Push,32.08286
PrizePicks,NBA,226913,De'Aaron Fox,G,SAS,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,12580125,18.50,50.59,49.41,-4.08,50.59,Over,https://dkn.gs/sports/images/nba/players/50/33343.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/19/1899,6/13/2026,18.7183,,,,Yes,NYK,34.86,31,39.39320931,,39.39320931,17.76041667,30,0,,22.4,22.4,20.504575,0,Good Bet,32.08286
PrizePicks,NBA,226913,De'Aaron Fox,G,SAS,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,12580130,24.82,50.11,49.89,-5.45,50.11,Over,https://dkn.gs/sports/images/nba/players/50/33343.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-100,9/22/1899,6/13/2026,24.8746,,,,Yes,NYK,34.86,31,85.87864878,,85.87864878,23.18541667,28,0,,28.6,28.6,26.72365,24.5,Ideal Bet,32.08286
PrizePicks,NBA,56347,Devin Vassell,GF,SAS,Points,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,12580145,13.03,49.88,50.12,-5.44,50.12,Over,https://dkn.gs/sports/images/nba/players/50/527223.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-100,9/24/1899,6/13/2026,12.9987,,,,Yes,NYK,24.2,35,4.348928611,,4.348928611,16.98958333,14,0,,15.95081967,15.95081967,14.48258484,13.5,Push,26.57804
PrizePicks,NBA,56347,Devin Vassell,GF,SAS,Pts+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,12580147,15.50,49.61,50.39,-3.1,50.39,Over,https://dkn.gs/sports/images/nba/players/50/527223.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/19/1899,6/13/2026,15.3791,,,,Yes,NYK,24.2,35,15.44920969,,15.44920969,20.5625,19,0,,18.81967213,18.81967213,17.12961107,0,Push,26.57804
PrizePicks,NBA,56347,Devin Vassell,GF,SAS,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,12580150,17.89,50.88,49.12,-6.44,50.88,Over,https://dkn.gs/sports/images/nba/players/50/527223.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-104,9/20/1899,6/13/2026,18.2049,,,,Yes,NYK,24.2,35,33.93609408,,33.93609408,21.36458333,19,0,,20.54098361,20.54098361,19.2942168,0,Good Bet,26.57804
PrizePicks,NBA,56347,Devin Vassell,GF,SAS,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/Devin_Vassell_NBA_player_1FsPF0NOGQH4fepI0eeG7MYw.webp,12580157,20.50,49.82,50.18,-3.31,50.18,Over,https://dkn.gs/sports/images/nba/players/50/527223.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,9/20/1899,6/13/2026,20.4262,,,,Yes,NYK,24.2,35,57.35247014,,57.35247014,24.9375,22,0,,23.40983607,23.40983607,21.93646803,20.5,Ideal Bet,26.57804
PrizePicks,NBA,271607,Dylan Harper,G,SAS,Points,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/manual/DylanHarper.png,12580174,15.08,49.82,50.18,-3.31,50.18,Over,https://dkn.gs/sports/images/nba/players/50/905517.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,9/23/1899,6/13/2026,15.0257,,,,No,NYK,28.03,32,12.92884848,,12.92884848,15.53333333,14,0,,16.7079646,16.7079646,15.8804073,14.5,Push,29.84815
PrizePicks,NBA,271607,Dylan Harper,G,SAS,Pts+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/manual/DylanHarper.png,12580177,18.18,50.38,49.62,-4.93,50.38,Over,https://dkn.gs/sports/images/nba/players/50/905517.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/21/1899,6/13/2026,18.3182,,,,No,NYK,28.03,32,36.51196827,,36.51196827,18.8,19,0,,22.2300885,22.2300885,20.23959425,0,Good Bet,29.84815
PrizePicks,NBA,271607,Dylan Harper,G,SAS,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/manual/DylanHarper.png,12580188,24.18,50.35,49.65,-3.84,50.35,Over,https://dkn.gs/sports/images/nba/players/50/905517.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,-100.00,6/13/2026,24.3493,,,,No,NYK,28.03,32,82.89213316,,82.89213316,22.8,22,0,,27.04424779,27.04424779,25.65444889,24.5,Ideal Bet,29.84815
PrizePicks,NBA,123595,Josh Hart,G,NYK,Pts+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,12580241,13.97,50.03,49.97,-6.55,50.03,Over,https://dkn.gs/sports/images/nba/players/50/33217.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-100,9/25/1899,6/13/2026,13.9784,,,,Yes,SAS,30.75,36,7.528593448,,7.528593448,0,,0,,20.02649007,20.02649007,17.00034503,0,Good Bet,30.31657
PrizePicks,NBA,123595,Josh Hart,G,NYK,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,12580243,17.50,51.24,48.76,-4.32,51.24,Over,https://dkn.gs/sports/images/nba/players/50/33217.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-105,9/16/1899,6/13/2026,17.934,,,,Yes,SAS,30.75,36,30.54657657,,30.54657657,0,,0,,23.12582781,23.12582781,20.42141391,0,Good Bet,30.31657
PrizePicks,NBA,123595,Josh Hart,G,NYK,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,12580249,22.50,50.45,49.55,-4.1,50.45,Over,https://dkn.gs/sports/images/nba/players/50/33217.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/19/1899,6/13/2026,22.7025,,,,Yes,SAS,30.75,36,72.94556507,,72.94556507,0,,0,,28.84768212,28.84768212,25.72446606,22.5,Ideal Bet,30.31657
PrizePicks,NBA,123595,Josh Hart,G,NYK,Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Josh_Hart_NBA_player_H4eKetTATQuBYqjr3k7PBmJd.webp,12580254,13.50,47.96,52.04,-2.51,52.04,Over,https://dkn.gs/sports/images/nba/players/50/33217.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-109,-109.00,6/13/2026,12.9492,,,,Yes,SAS,30.75,36,5.787196895,,5.787196895,0,,0,,14.54304636,14.54304636,13.88382318,0,Push,30.31657
PrizePicks,NBA,125266,Julian Champagnie,F,SAS,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,12580270,14.28,49.58,50.42,-4.13,50.42,Over,https://dkn.gs/sports/images/nba/players/50/650222.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/21/1899,6/13/2026,14.16,,,,Yes,NYK,19.45,30,8.851958622,,8.851958622,18.5625,19,0,,18.36956522,18.36956522,16.29478261,0,Push,20.12428
PrizePicks,NBA,125266,Julian Champagnie,F,SAS,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Julian_Champagnie_NBA_player_wWXts7QJavucRoRUsMbfxn9.webp,12580273,15.50,49.44,50.56,-3.99,50.56,Over,https://dkn.gs/sports/images/nba/players/50/650222.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/19/1899,6/13/2026,15.3264,,,,Yes,NYK,19.45,30,15.44920969,,15.44920969,21.0625,21,0,,20,20,17.7066,15.5,Push,20.12428
PrizePicks,NBA,216220,Karl-Anthony Towns,CF,NYK,Points,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,12580295,16.50,49.06,50.94,-3.61,50.94,Over,https://dkn.gs/sports/images/nba/players/50/33194.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-104,9/17/1899,6/13/2026,16.1898,,,,Yes,SAS,35.81,35,22.42779768,,22.42779768,0,,0,,22.69354839,22.69354839,19.51922419,16.5,Push,39.30453
PrizePicks,NBA,216220,Karl-Anthony Towns,CF,NYK,Pts+Asts,19.5,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,12580299,19.75,50.09,49.91,-4.46,50.09,Over,https://dkn.gs/sports/images/nba/players/50/33194.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-100,-99.00,6/13/2026,19.7856,,,,Yes,SAS,35.81,35,50.73217949,49.26782051,50.73217949,0,,0,,26.08064516,26.08064516,22.92422258,0,Push,39.30453
PrizePicks,NBA,216220,Karl-Anthony Towns,CF,NYK,Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/manual/Karl-Anthony_Townss.png,12580312,14.50,51.1,48.9,-3.45,51.1,Over,https://dkn.gs/sports/images/nba/players/50/33194.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-104,9/17/1899,6/13/2026,14.819,,,,Yes,SAS,35.81,35,9.877598909,,9.877598909,0,,0,,16.82258065,16.82258065,15.74104032,0,Push,39.30453
PrizePicks,NBA,216219,Mikal Bridges,GF,NYK,Pts+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Mikal_Bridges_NBA_player_GWFvIk1UqZwpQez5aYd322k.webp,12580351,13.50,50.79,49.21,-3.76,50.79,Over,https://dkn.gs/sports/images/nba/players/50/33313.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-103,9/18/1899,6/13/2026,13.7133,,,,Yes,SAS,21.9,38,5.787196895,,5.787196895,0,,0,,20.9695122,20.9695122,17.2880811,0,Good Bet,22.97293
PrizePicks,NBA,216219,Mikal Bridges,GF,NYK,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Mikal_Bridges_NBA_player_GWFvIk1UqZwpQez5aYd322k.webp,12580353,14.50,48.72,51.28,-3.27,51.28,Over,https://dkn.gs/sports/images/nba/players/50/33313.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-105,-105.00,6/13/2026,14.1288,,,,Yes,SAS,21.9,38,9.877598909,,9.877598909,0,,0,,21.08536585,21.08536585,17.69988293,0,Good Bet,22.97293
PrizePicks,NBA,216219,Mikal Bridges,GF,NYK,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Mikal_Bridges_NBA_player_GWFvIk1UqZwpQez5aYd322k.webp,12580355,17.12,49.85,50.15,-5.41,50.15,Over,https://dkn.gs/sports/images/nba/players/50/33313.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,-99.00,6/13/2026,17.0686,,,,Yes,SAS,21.9,38,27.35095735,,27.35095735,0,,0,,25.37195122,25.37195122,21.23312561,17.5,Push,22.97293
PrizePicks,NBA,183158,OG Anunoby,FG,NYK,Points,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,12580378,18.28,49.68,50.32,-3.17,50.32,Over,https://dkn.gs/sports/images/nba/players/50/33382.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,9/21/1899,6/13/2026,18.163,,,,No,SAS,31.7,38,37.40868166,,37.40868166,0,,0,,19.11445783,19.11445783,18.66797892,18.5,Push,32.33746
PrizePicks,NBA,183158,OG Anunoby,FG,NYK,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,12580387,23.50,50.22,49.78,-4.33,50.22,Over,https://dkn.gs/sports/images/nba/players/50/33382.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,9/20/1899,6/13/2026,23.6034,,,,No,SAS,31.7,38,79.23856275,,79.23856275,0,,0,,25.06626506,25.06626506,24.30898253,0,Push,32.33746
PrizePicks,NBA,183158,OG Anunoby,FG,NYK,Pts+Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/OG_Anunoby_NBA_player_7g4oOE9EMB4tFkaOcu1UCAZ0.webp,12580390,25.21,50.21,49.79,-4.76,50.21,Over,https://dkn.gs/sports/images/nba/players/50/33382.png,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,9/21/1899,6/13/2026,25.3159,,,,No,SAS,31.7,38,87.49292809,,87.49292809,0,,0,,27.58433735,27.58433735,26.42364367,25.5,Ideal Bet,32.33746
PrizePicks,NBA,217804,Stephon Castle,G,SAS,Points,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,12580407,16.09,49.76,50.24,-4.31,50.24,Over,https://dkn.gs/sports/images/nba/players/50/800351.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-101,-98.00,6/13/2026,16.0128,,,,Yes,NYK,31.992,35,19.40951593,,19.40951593,15.96875,29,0,,19.48333333,19.48333333,17.76736667,16.5,Push,32.64496
PrizePicks,NBA,217804,Stephon Castle,G,SAS,Pts+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,12580411,22.50,50.51,49.49,-4.04,50.51,Over,https://dkn.gs/sports/images/nba/players/50/800351.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,9/19/1899,6/13/2026,22.7295,,,,Yes,NYK,31.992,35,72.94556507,,72.94556507,22.09375,28,0,,28.11666667,28.11666667,25.36570833,0,Push,32.64496
PrizePicks,NBA,217804,Stephon Castle,G,SAS,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/players/NBA/Stephon_Castle_NBA_player_3nImU3v39rqjCKdKG1wdfekq.webp,12580415,21.17,49.35,50.65,-4.91,50.65,Over,https://dkn.gs/sports/images/nba/players/50/800351.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-103,9/20/1899,6/13/2026,20.8948,,,,Yes,NYK,31.992,35,62.96603429,,62.96603429,20.05208333,30,0,,25.66666667,25.66666667,23.34953333,0,Push,32.64496
PrizePicks,NBA,173819,Victor Wembanyama,FC,SAS,Rebs+Asts,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,demon,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,12580459,14.50,51.79,48.21,-3.77,51.79,Over,https://dkn.gs/sports/images/nba/players/50/713754.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-107,9/14/1899,6/13/2026,15.0191,,,,Yes,NYK,58.73,39,9.877598909,,9.877598909,13.4875,11,0,,19.5,19.5,17.129775,0,Push,60.59067
PrizePicks,NBA,271607,Dylan Harper,G,SAS,Pts+Rebs,19.5,TRUE,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,goblin,https://static.prizepicks.com/images/manual/DylanHarper.png,12580533,20.75,51.24,48.76,-4.73,51.24,Over,https://dkn.gs/sports/images/nba/players/50/905517.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-105,9/20/1899,6/13/2026,21.2646,,,,No,NYK,28.03,32,59.48533526,,59.48533526,19.53333333,19,0,,21.52212389,21.52212389,21.26471195,0,Push,29.84815
PrizePicks,NBA,173819,Victor Wembanyama,FC,SAS,FG Attempted,19.5,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/players/NBA/Victor_Wembanyama_NBA_player_2EsUEdOt5xmywxPr6qxPdHNs.webp,12581102,,,,,,,,6/13/2026 21:30:00,No,5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-119,9/2/1899,6/13/2026,0,,,,Yes,NYK,58.73,39,,,,0,,0,,0,0,,18.5,Push,60.59067
PrizePicks,NBA,226913,De'Aaron Fox,G,SAS,Pts+Rebs,18.5,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/players/NBA/De'Aaron_Fox_NBA_player_ey65igBBNutBRz0ibXh85IuZ.webp,12580126,18.50,50.59,49.41,-4.08,50.59,Over,https://dkn.gs/sports/images/nba/players/50/33343.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,-102.00,6/13/2026,18.7183,,,,Yes,NYK,34.86,31,50.59,49.41,50.59,17.76041667,30,0,,22.4,22.4,20.504575,0,Great Bet,32.08286
PrizePicks,NBA,271607,Dylan Harper,G,SAS,Pts+Asts,18.5,N/A,N/A,6/13/2026,1:06:36 PM,pre_game,NBA,standard,https://static.prizepicks.com/images/manual/DylanHarper.png,12580179,18.18,50.38,49.62,-4.93,50.38,Under,https://dkn.gs/sports/images/nba/players/50/905517.png,6/13/2026 21:30:00,Yes,-5.1,216.4,Knicks @ Spurs,2026-06-14T00:30:00Z,Sat 08:30pm,N/A,N/A,ABC,-102,-100.00,6/13/2026,18.3182,,,,No,NYK,28.03,32,49.50856216,50.49143784,50.49143784,18.8,19,0,,22.2300885,22.2300885,20.23959425,0,Good Bet,29.84815
